order_uid,accept_time,delivery_time,transit_hours,courier_id
C085_24,2023-05-02,2023-05-02,0.0,C085
C085_25,2023-05-03,2023-05-03,0.0,C085
C085_26,2023-05-05,2023-05-05,0.0,C085
C085_27,2023-05-07,2023-05-07,0.0,C085
C085_28,2023-05-12,2023-05-12,0.0,C085
C085_29,2023-05-13,2023-05-13,0.0,C085
C085_3,2023-01-18,2023-01-18,0.0,C085
C085_30,2023-05-16,2023-05-16,0.0,C085
C085_31,2023-05-18,2023-05-18,0.0,C085
C085_32,2023-05-25,2023-05-25,0.0,C085
C085_33,2023-06-03,2023-06-03,0.0,C085
C085_34,2023-06-05,2023-06-05,0.0,C085
C085_35,2023-06-13,2023-06-13,0.0,C085
C085_36,2023-06-19,2023-06-19,0.0,C085
C085_37,2023-06-23,2023-06-23,0.0,C085
C085_38,2023-07-03,2023-07-03,0.0,C085
C085_39,2023-07-04,2023-07-04,0.0,C085
C085_4,2023-01-27,2023-01-27,0.0,C085
C085_40,2023-07-07,2023-07-07,0.0,C085
C085_41,2023-07-08,2023-07-08,0.0,C085
C085_42,2023-07-12,2023-07-12,0.0,C085
C085_43,2023-07-14,2023-07-14,0.0,C085
C085_44,2023-07-17,2023-07-17,0.0,C085
C085_45,2023-07-20,2023-07-20,0.0,C085
C085_46,2023-07-21,2023-07-21,0.0,C085
C085_47,2023-07-30,2023-07-30,0.0,C085
C085_48,2023-08-02,2023-08-02,0.0,C085
C085_49,2023-08-07,2023-08-07,0.0,C085
C085_5,2023-02-01,2023-02-01,0.0,C085
C085_50,2023-08-11,2023-08-11,0.0,C085
C085_51,2023-08-17,2023-08-17,0.0,C085
C085_52,2023-08-20,2023-08-20,0.0,C085
C085_53,2023-08-22,2023-08-22,0.0,C085
C085_54,2023-08-25,2023-08-25,0.0,C085
C085_55,2023-08-28,2023-08-28,0.0,C085
C085_56,2023-08-29,2023-08-29,0.0,C085
C085_57,2023-09-01,2023-09-01,0.0,C085
C085_58,2023-09-05,2023-09-05,0.0,C085
C085_59,2023-09-07,2023-09-07,0.0,C085
C085_6,2023-02-04,2023-02-04,0.0,C085
C085_60,2023-09-13,2023-09-13,0.0,C085
C085_61,2023-09-15,2023-09-15,0.0,C085
C085_62,2023-09-17,2023-09-17,0.0,C085
C085_63,2023-09-21,2023-09-21,0.0,C085
C085_64,2023-09-29,2023-09-29,0.0,C085
C085_65,2023-10-06,2023-10-06,0.0,C085
C085_66,2023-10-21,2023-10-21,0.0,C085
C085_67,2023-11-05,2023-11-05,0.0,C085
C085_68,2023-11-10,2023-11-10,0.0,C085
C085_69,2023-11-13,2023-11-13,0.0,C085
C085_7,2023-02-05,2023-02-05,0.0,C085
C085_70,2023-11-16,2023-11-16,0.0,C085
C085_71,2023-11-18,2023-11-18,0.0,C085
C085_72,2023-11-21,2023-11-21,0.0,C085
C085_73,2023-12-01,2023-12-01,0.0,C085
C085_74,2023-12-03,2023-12-03,0.0,C085
C085_75,2023-12-07,2023-12-07,0.0,C085
C085_76,2023-12-11,2023-12-11,0.0,C085
C085_77,2023-12-16,2023-12-16,0.0,C085
C085_78,2023-12-17,2023-12-17,0.0,C085
C085_79,2023-12-19,2023-12-19,0.0,C085
C085_8,2023-02-07,2023-02-07,0.0,C085
C085_80,2023-12-20,2023-12-20,0.0,C085
C085_81,2023-12-23,2023-12-23,0.0,C085
C085_82,2023-12-25,2023-12-25,0.0,C085
C085_9,2023-02-11,2023-02-11,0.0,C085
C086_0,2023-01-03,2023-01-03,0.0,C086
C086_1,2023-01-11,2023-01-11,0.0,C086
C086_10,2023-02-13,2023-02-13,0.0,C086
C086_11,2023-02-18,2023-02-18,0.0,C086
C086_12,2023-02-21,2023-02-21,0.0,C086
C086_13,2023-02-28,2023-02-28,0.0,C086
C086_14,2023-03-04,2023-03-04,0.0,C086
C086_15,2023-03-07,2023-03-07,0.0,C086
C086_16,2023-03-10,2023-03-10,0.0,C086
C086_17,2023-03-12,2023-03-12,0.0,C086
C086_18,2023-03-13,2023-03-13,0.0,C086
C086_19,2023-03-15,2023-03-15,0.0,C086
C086_2,2023-01-17,2023-01-17,0.0,C086
C086_20,2023-03-16,2023-03-16,0.0,C086
C086_21,2023-03-21,2023-03-21,0.0,C086
C086_22,2023-03-24,2023-03-24,0.0,C086
C086_23,2023-03-30,2023-03-30,0.0,C086
C086_24,2023-04-04,2023-04-04,0.0,C086
C086_25,2023-04-07,2023-04-07,0.0,C086
C086_26,2023-04-09,2023-04-09,0.0,C086
C086_27,2023-04-11,2023-04-11,0.0,C086
C086_28,2023-04-19,2023-04-19,0.0,C086
C086_29,2023-04-24,2023-04-24,0.0,C086
C086_3,2023-01-18,2023-01-18,0.0,C086
C086_30,2023-04-27,2023-04-27,0.0,C086
C086_31,2023-05-01,2023-05-01,0.0,C086
C086_32,2023-05-02,2023-05-02,0.0,C086
C086_33,2023-05-10,2023-05-10,0.0,C086
C086_34,2023-05-12,2023-05-12,0.0,C086
C086_35,2023-05-13,2023-05-13,0.0,C086
C086_36,2023-05-27,2023-05-27,0.0,C086
C086_37,2023-06-07,2023-06-07,0.0,C086
C086_38,2023-06-16,2023-06-16,0.0,C086
C086_39,2023-06-22,2023-06-22,0.0,C086
C086_4,2023-01-22,2023-01-22,0.0,C086
C086_40,2023-06-23,2023-06-23,0.0,C086
C086_41,2023-06-27,2023-06-27,0.0,C086
C086_42,2023-06-29,2023-06-29,0.0,C086
C086_43,2023-06-30,2023-06-30,0.0,C086
C086_44,2023-07-08,2023-07-08,0.0,C086
C086_45,2023-07-10,2023-07-10,0.0,C086
C086_46,2023-07-12,2023-07-12,0.0,C086
C086_47,2023-07-13,2023-07-13,0.0,C086
C086_48,2023-07-16,2023-07-16,0.0,C086
C086_49,2023-07-30,2023-07-30,0.0,C086
C086_5,2023-01-24,2023-01-24,0.0,C086
C086_50,2023-08-01,2023-08-01,0.0,C086
C086_51,2023-08-02,2023-08-02,0.0,C086
C086_52,2023-08-06,2023-08-06,0.0,C086
C086_53,2023-08-14,2023-08-14,0.0,C086
C086_54,2023-08-16,2023-08-16,0.0,C086
C086_55,2023-08-25,2023-08-25,0.0,C086
C086_56,2023-08-31,2023-08-31,0.0,C086
C086_57,2023-09-11,2023-09-11,0.0,C086
C086_58,2023-09-12,2023-09-12,0.0,C086
C086_59,2023-09-13,2023-09-13,0.0,C086
C086_6,2023-01-25,2023-01-25,0.0,C086
C086_60,2023-09-15,2023-09-15,0.0,C086
C086_61,2023-09-26,2023-09-26,0.0,C086
C086_62,2023-09-28,2023-09-28,0.0,C086
C086_63,2023-10-02,2023-10-02,0.0,C086
C086_64,2023-10-06,2023-10-06,0.0,C086
C086_65,2023-10-11,2023-10-11,0.0,C086
C086_66,2023-10-15,2023-10-15,0.0,C086
C086_67,2023-10-19,2023-10-19,0.0,C086
C086_68,2023-10-21,2023-10-21,0.0,C086
C086_69,2023-10-23,2023-10-23,0.0,C086
C086_7,2023-02-01,2023-02-01,0.0,C086
C086_70,2023-10-24,2023-10-24,0.0,C086
C086_71,2023-10-31,2023-10-31,0.0,C086
C086_72,2023-11-02,2023-11-02,0.0,C086
C086_73,2023-11-04,2023-11-04,0.0,C086
C086_74,2023-11-10,2023-11-10,0.0,C086
C086_75,2023-11-14,2023-11-14,0.0,C086
C086_76,2023-11-16,2023-11-16,0.0,C086
C086_77,2023-11-19,2023-11-19,0.0,C086
C086_78,2023-11-23,2023-11-23,0.0,C086
C086_79,2023-11-25,2023-11-25,0.0,C086
C086_8,2023-02-07,2023-02-07,0.0,C086
C086_80,2023-11-27,2023-11-27,0.0,C086
C086_81,2023-12-03,2023-12-03,0.0,C086
C086_82,2023-12-12,2023-12-12,0.0,C086
C086_83,2023-12-17,2023-12-17,0.0,C086
C086_84,2023-12-23,2023-12-23,0.0,C086
C086_85,2023-12-25,2023-12-25,0.0,C086
C086_86,2023-12-27,2023-12-27,0.0,C086
C086_87,2023-12-29,2023-12-29,0.0,C086
C086_88,2023-12-30,2023-12-30,0.0,C086
C086_9,2023-02-10,2023-02-10,0.0,C086
C087_0,2023-01-16,2023-01-16,0.0,C087
C087_1,2023-01-17,2023-01-17,0.0,C087
C087_10,2023-02-13,2023-02-13,0.0,C087
C087_11,2023-02-15,2023-02-15,0.0,C087
C087_12,2023-02-17,2023-02-17,0.0,C087
C087_13,2023-02-18,2023-02-18,0.0,C087
C087_14,2023-02-20,2023-02-20,0.0,C087
C087_15,2023-02-21,2023-02-21,0.0,C087
C087_16,2023-02-22,2023-02-22,0.0,C087
C087_17,2023-02-24,2023-02-24,0.0,C087
C087_18,2023-03-08,2023-03-08,0.0,C087
C087_19,2023-03-14,2023-03-14,0.0,C087
C087_2,2023-01-19,2023-01-19,0.0,C087
C087_20,2023-03-26,2023-03-26,0.0,C087
C087_21,2023-03-28,2023-03-28,0.0,C087
C087_22,2023-03-31,2023-03-31,0.0,C087
C087_23,2023-04-04,2023-04-04,0.0,C087
C087_24,2023-04-07,2023-04-07,0.0,C087
C087_25,2023-04-12,2023-04-12,0.0,C087
C087_26,2023-04-16,2023-04-16,0.0,C087
C087_27,2023-04-25,2023-04-25,0.0,C087
C087_28,2023-04-26,2023-04-26,0.0,C087
C087_29,2023-04-27,2023-04-27,0.0,C087
C087_3,2023-01-24,2023-01-24,0.0,C087
C087_30,2023-04-29,2023-04-29,0.0,C087
C087_31,2023-05-01,2023-05-01,0.0,C087
C087_32,2023-05-05,2023-05-05,0.0,C087
C087_33,2023-05-07,2023-05-07,0.0,C087
C087_34,2023-05-09,2023-05-09,0.0,C087
C087_35,2023-05-10,2023-05-10,0.0,C087
C087_36,2023-05-19,2023-05-19,0.0,C087
C087_37,2023-05-20,2023-05-20,0.0,C087
C087_38,2023-05-22,2023-05-22,0.0,C087
C087_39,2023-05-24,2023-05-24,0.0,C087
C087_4,2023-01-25,2023-01-25,0.0,C087
C087_40,2023-05-27,2023-05-27,0.0,C087
C087_41,2023-05-30,2023-05-30,0.0,C087
C087_42,2023-06-12,2023-06-12,0.0,C087
C087_43,2023-06-16,2023-06-16,0.0,C087
C087_44,2023-06-24,2023-06-24,0.0,C087
C087_45,2023-06-25,2023-06-25,0.0,C087
C087_46,2023-07-02,2023-07-02,0.0,C087
C087_47,2023-07-05,2023-07-05,0.0,C087
C087_48,2023-07-06,2023-07-06,0.0,C087
C087_49,2023-07-07,2023-07-07,0.0,C087
C087_5,2023-01-26,2023-01-26,0.0,C087
C087_50,2023-07-16,2023-07-16,0.0,C087
C087_51,2023-07-22,2023-07-22,0.0,C087
C087_52,2023-07-24,2023-07-24,0.0,C087
C087_53,2023-07-27,2023-07-27,0.0,C087
C087_54,2023-08-05,2023-08-05,0.0,C087
C087_55,2023-08-13,2023-08-13,0.0,C087
C087_56,2023-08-14,2023-08-14,0.0,C087
C087_57,2023-08-15,2023-08-15,0.0,C087
C087_58,2023-08-20,2023-08-20,0.0,C087
C087_59,2023-08-21,2023-08-21,0.0,C087
C087_6,2023-01-29,2023-01-29,0.0,C087
C087_60,2023-08-22,2023-08-22,0.0,C087
C087_61,2023-08-23,2023-08-23,0.0,C087
C087_62,2023-08-25,2023-08-25,0.0,C087
C087_63,2023-08-26,2023-08-26,0.0,C087
C087_64,2023-08-30,2023-08-30,0.0,C087
C087_65,2023-09-01,2023-09-01,0.0,C087
C087_66,2023-09-06,2023-09-06,0.0,C087
C087_67,2023-09-18,2023-09-18,0.0,C087
C087_68,2023-09-21,2023-09-21,0.0,C087
C087_69,2023-09-28,2023-09-28,0.0,C087
C087_7,2023-02-02,2023-02-02,0.0,C087
C087_70,2023-10-05,2023-10-05,0.0,C087
C087_71,2023-10-11,2023-10-11,0.0,C087
C087_72,2023-10-15,2023-10-15,0.0,C087
C087_73,2023-10-20,2023-10-20,0.0,C087
C087_74,2023-10-21,2023-10-21,0.0,C087
C087_75,2023-10-23,2023-10-23,0.0,C087
C087_76,2023-10-26,2023-10-26,0.0,C087
C087_77,2023-11-01,2023-11-01,0.0,C087
C087_78,2023-11-04,2023-11-04,0.0,C087
C087_79,2023-11-08,2023-11-08,0.0,C087
C087_8,2023-02-05,2023-02-05,0.0,C087
C087_80,2023-11-12,2023-11-12,0.0,C087
C087_81,2023-11-13,2023-11-13,0.0,C087
C087_82,2023-11-14,2023-11-14,0.0,C087
C087_83,2023-11-16,2023-11-16,0.0,C087
C087_84,2023-11-17,2023-11-17,0.0,C087
C087_85,2023-11-18,2023-11-18,0.0,C087
C087_86,2023-11-19,2023-11-19,0.0,C087
C087_87,2023-11-21,2023-11-21,0.0,C087
C087_88,2023-11-25,2023-11-25,0.0,C087
C087_89,2023-11-26,2023-11-26,0.0,C087
C087_9,2023-02-09,2023-02-09,0.0,C087
C087_90,2023-11-29,2023-11-29,0.0,C087
C087_91,2023-11-30,2023-11-30,0.0,C087
C087_92,2023-12-01,2023-12-01,0.0,C087
C087_93,2023-12-05,2023-12-05,0.0,C087
C087_94,2023-12-12,2023-12-12,0.0,C087
C087_95,2023-12-17,2023-12-17,0.0,C087
C087_96,2023-12-20,2023-12-20,0.0,C087
C087_97,2023-12-22,2023-12-22,0.0,C087
C087_98,2023-12-23,2023-12-23,0.0,C087
C087_99,2023-12-25,2023-12-25,0.0,C087
C088_0,2023-01-08,2023-01-08,0.0,C088
C088_1,2023-01-12,2023-01-12,0.0,C088
C088_10,2023-02-13,2023-02-13,0.0,C088
C088_11,2023-02-17,2023-02-17,0.0,C088
C088_12,2023-02-18,2023-02-18,0.0,C088
C088_13,2023-02-25,2023-02-25,0.0,C088
C088_14,2023-02-28,2023-02-28,0.0,C088
C088_15,2023-03-07,2023-03-07,0.0,C088
C088_16,2023-03-13,2023-03-13,0.0,C088
C088_17,2023-03-14,2023-03-14,0.0,C088
C088_18,2023-03-15,2023-03-15,0.0,C088
C088_19,2023-03-27,2023-03-27,0.0,C088
C088_2,2023-01-13,2023-01-13,0.0,C088
C088_20,2023-03-28,2023-03-28,0.0,C088
C088_21,2023-04-02,2023-04-02,0.0,C088
C088_22,2023-04-06,2023-04-06,0.0,C088
C088_23,2023-04-11,2023-04-11,0.0,C088
C088_24,2023-04-16,2023-04-16,0.0,C088
C088_25,2023-04-18,2023-04-18,0.0,C088
C088_26,2023-04-23,2023-04-23,0.0,C088
C088_27,2023-04-29,2023-04-29,0.0,C088
C088_28,2023-04-30,2023-04-30,0.0,C088
C088_29,2023-05-06,2023-05-06,0.0,C088
C088_3,2023-01-19,2023-01-19,0.0,C088
C088_30,2023-05-13,2023-05-13,0.0,C088
C088_31,2023-05-17,2023-05-17,0.0,C088
C088_32,2023-05-19,2023-05-19,0.0,C088
C088_33,2023-05-25,2023-05-25,0.0,C088
C088_34,2023-05-26,2023-05-26,0.0,C088
C088_35,2023-05-29,2023-05-29,0.0,C088
C088_36,2023-06-03,2023-06-03,0.0,C088
C088_37,2023-06-04,2023-06-04,0.0,C088
C088_38,2023-06-05,2023-06-05,0.0,C088
C088_39,2023-06-06,2023-06-06,0.0,C088
C088_4,2023-01-25,2023-01-25,0.0,C088
C088_40,2023-06-07,2023-06-07,0.0,C088
C088_41,2023-06-14,2023-06-14,0.0,C088
C088_42,2023-06-15,2023-06-15,0.0,C088
C088_43,2023-06-22,2023-06-22,0.0,C088
C088_44,2023-06-25,2023-06-25,0.0,C088
C088_45,2023-06-28,2023-06-28,0.0,C088
C088_46,2023-07-01,2023-07-01,0.0,C088
C088_47,2023-07-02,2023-07-02,0.0,C088
C088_48,2023-07-04,2023-07-04,0.0,C088
C088_49,2023-07-06,2023-07-06,0.0,C088
C088_5,2023-01-26,2023-01-26,0.0,C088
C088_50,2023-07-09,2023-07-09,0.0,C088
C088_51,2023-07-10,2023-07-10,0.0,C088
C088_52,2023-07-12,2023-07-12,0.0,C088
C088_53,2023-07-21,2023-07-21,0.0,C088
C088_54,2023-07-22,2023-07-22,0.0,C088
C088_55,2023-07-24,2023-07-24,0.0,C088
C088_56,2023-07-28,2023-07-28,0.0,C088
C088_57,2023-08-06,2023-08-06,0.0,C088
C088_58,2023-08-10,2023-08-10,0.0,C088
C088_59,2023-08-13,2023-08-13,0.0,C088
C088_6,2023-01-29,2023-01-29,0.0,C088
C088_60,2023-08-15,2023-08-15,0.0,C088
C088_61,2023-08-16,2023-08-16,0.0,C088
C088_62,2023-08-17,2023-08-17,0.0,C088
C088_63,2023-08-26,2023-08-26,0.0,C088
C088_64,2023-08-27,2023-08-27,0.0,C088
C088_65,2023-08-28,2023-08-28,0.0,C088
C088_66,2023-08-31,2023-08-31,0.0,C088
C088_67,2023-09-02,2023-09-02,0.0,C088
C088_68,2023-09-16,2023-09-16,0.0,C088
C088_69,2023-09-24,2023-09-24,0.0,C088
C088_7,2023-01-30,2023-01-30,0.0,C088
C088_70,2023-09-26,2023-09-26,0.0,C088
C088_71,2023-10-05,2023-10-05,0.0,C088
C088_72,2023-10-08,2023-10-08,0.0,C088
C088_73,2023-10-16,2023-10-16,0.0,C088
C088_74,2023-11-01,2023-11-01,0.0,C088
C088_75,2023-11-04,2023-11-04,0.0,C088
C088_76,2023-11-09,2023-11-09,0.0,C088
C088_77,2023-11-12,2023-11-12,0.0,C088
C088_78,2023-11-13,2023-11-13,0.0,C088
C088_79,2023-11-18,2023-11-18,0.0,C088
C088_8,2023-02-04,2023-02-04,0.0,C088
C088_80,2023-11-20,2023-11-20,0.0,C088
C088_81,2023-11-21,2023-11-21,0.0,C088
C088_82,2023-11-22,2023-11-22,0.0,C088
C088_83,2023-11-23,2023-11-23,0.0,C088
C088_84,2023-11-30,2023-11-30,0.0,C088
C088_85,2023-12-03,2023-12-03,0.0,C088
C088_86,2023-12-09,2023-12-09,0.0,C088
C088_87,2023-12-15,2023-12-15,0.0,C088
C088_88,2023-12-17,2023-12-17,0.0,C088
C088_89,2023-12-21,2023-12-21,0.0,C088
C088_9,2023-02-05,2023-02-05,0.0,C088
C088_90,2023-12-23,2023-12-23,0.0,C088
C088_91,2023-12-27,2023-12-27,0.0,C088
C088_92,2023-12-29,2023-12-29,0.0,C088
C089_0,2023-01-05,2023-01-05,0.0,C089
C089_1,2023-01-09,2023-01-09,0.0,C089
C089_10,2023-02-04,2023-02-04,0.0,C089
C089_11,2023-02-06,2023-02-06,0.0,C089
C089_12,2023-02-12,2023-02-12,0.0,C089
C089_13,2023-02-16,2023-02-16,0.0,C089
C089_14,2023-02-18,2023-02-18,0.0,C089
C089_15,2023-02-27,2023-02-27,0.0,C089
C089_16,2023-03-01,2023-03-01,0.0,C089
C089_17,2023-03-07,2023-03-07,0.0,C089
C089_18,2023-03-09,2023-03-09,0.0,C089
C089_19,2023-03-24,2023-03-24,0.0,C089
C089_2,2023-01-10,2023-01-10,0.0,C089
C089_20,2023-03-30,2023-03-30,0.0,C089
C089_21,2023-04-04,2023-04-04,0.0,C089
C089_22,2023-04-07,2023-04-07,0.0,C089
C089_23,2023-04-13,2023-04-13,0.0,C089
C089_24,2023-04-17,2023-04-17,0.0,C089
C089_25,2023-04-19,2023-04-19,0.0,C089
C089_26,2023-04-21,2023-04-21,0.0,C089
C089_27,2023-04-23,2023-04-23,0.0,C089
C089_28,2023-04-24,2023-04-24,0.0,C089
C089_29,2023-04-25,2023-04-25,0.0,C089
C089_3,2023-01-11,2023-01-11,0.0,C089
C089_30,2023-04-29,2023-04-29,0.0,C089
C089_31,2023-04-30,2023-04-30,0.0,C089
C089_32,2023-05-05,2023-05-05,0.0,C089
C089_33,2023-05-10,2023-05-10,0.0,C089
C089_34,2023-05-11,2023-05-11,0.0,C089
C089_35,2023-05-13,2023-05-13,0.0,C089
C089_36,2023-05-15,2023-05-15,0.0,C089
C089_37,2023-05-20,2023-05-20,0.0,C089
C089_38,2023-05-29,2023-05-29,0.0,C089
C089_39,2023-06-07,2023-06-07,0.0,C089
C089_4,2023-01-14,2023-01-14,0.0,C089
C089_40,2023-06-21,2023-06-21,0.0,C089
C089_41,2023-06-23,2023-06-23,0.0,C089
C089_42,2023-06-27,2023-06-27,0.0,C089
C089_43,2023-07-05,2023-07-05,0.0,C089
C089_44,2023-07-07,2023-07-07,0.0,C089
C089_45,2023-07-17,2023-07-17,0.0,C089
C089_46,2023-07-22,2023-07-22,0.0,C089
C089_47,2023-07-24,2023-07-24,0.0,C089
C089_48,2023-08-03,2023-08-03,0.0,C089
C089_49,2023-08-04,2023-08-04,0.0,C089
C089_5,2023-01-16,2023-01-16,0.0,C089
C089_50,2023-08-08,2023-08-08,0.0,C089
C089_51,2023-08-11,2023-08-11,0.0,C089
C089_52,2023-08-16,2023-08-16,0.0,C089
C089_53,2023-08-19,2023-08-19,0.0,C089
C089_54,2023-08-22,2023-08-22,0.0,C089
C089_55,2023-08-30,2023-08-30,0.0,C089
C089_56,2023-09-04,2023-09-04,0.0,C089
C089_57,2023-09-10,2023-09-10,0.0,C089
C089_58,2023-09-20,2023-09-20,0.0,C089
C089_59,2023-09-24,2023-09-24,0.0,C089
C089_6,2023-01-17,2023-01-17,0.0,C089
C089_60,2023-10-08,2023-10-08,0.0,C089
C089_61,2023-10-09,2023-10-09,0.0,C089
C089_62,2023-10-17,2023-10-17,0.0,C089
C089_63,2023-10-18,2023-10-18,0.0,C089
C089_64,2023-10-22,2023-10-22,0.0,C089
C089_65,2023-10-24,2023-10-24,0.0,C089
C089_66,2023-10-27,2023-10-27,0.0,C089
C089_67,2023-10-31,2023-10-31,0.0,C089
C089_68,2023-11-05,2023-11-05,0.0,C089
C089_69,2023-11-14,2023-11-14,0.0,C089
C089_7,2023-01-18,2023-01-18,0.0,C089
C089_70,2023-11-15,2023-11-15,0.0,C089
C089_71,2023-11-16,2023-11-16,0.0,C089
C089_72,2023-11-17,2023-11-17,0.0,C089
C089_73,2023-11-19,2023-11-19,0.0,C089
C089_74,2023-12-01,2023-12-01,0.0,C089
C089_75,2023-12-09,2023-12-09,0.0,C089
C089_76,2023-12-17,2023-12-17,0.0,C089
C089_77,2023-12-21,2023-12-21,0.0,C089
C089_78,2023-12-22,2023-12-22,0.0,C089
C089_79,2023-12-25,2023-12-25,0.0,C089
C089_8,2023-01-26,2023-01-26,0.0,C089
C089_80,2023-12-29,2023-12-29,0.0,C089
C089_81,2023-12-30,2023-12-30,0.0,C089
C089_9,2023-02-02,2023-02-02,0.0,C089
C090_0,2023-01-01,2023-01-01,0.0,C090
C090_1,2023-01-05,2023-01-05,0.0,C090
C090_10,2023-02-10,2023-02-10,0.0,C090
C090_11,2023-02-13,2023-02-13,0.0,C090
C090_12,2023-02-17,2023-02-17,0.0,C090
C090_13,2023-02-24,2023-02-24,0.0,C090
C090_14,2023-02-25,2023-02-25,0.0,C090
C090_15,2023-02-26,2023-02-26,0.0,C090
C090_16,2023-03-02,2023-03-02,0.0,C090
C090_17,2023-03-06,2023-03-06,0.0,C090
C090_18,2023-03-08,2023-03-08,0.0,C090
C090_19,2023-03-10,2023-03-10,0.0,C090
C090_2,2023-01-06,2023-01-06,0.0,C090
C090_20,2023-03-15,2023-03-15,0.0,C090
C090_21,2023-03-17,2023-03-17,0.0,C090
C090_22,2023-03-20,2023-03-20,0.0,C090
C090_23,2023-03-21,2023-03-21,0.0,C090
C090_24,2023-03-29,2023-03-29,0.0,C090
C090_25,2023-03-31,2023-03-31,0.0,C090
C090_26,2023-04-03,2023-04-03,0.0,C090
C090_27,2023-04-04,2023-04-04,0.0,C090
C090_28,2023-04-12,2023-04-12,0.0,C090
C090_29,2023-04-13,2023-04-13,0.0,C090
C090_3,2023-01-07,2023-01-07,0.0,C090
C090_30,2023-04-16,2023-04-16,0.0,C090
C090_31,2023-04-19,2023-04-19,0.0,C090
C090_32,2023-04-29,2023-04-29,0.0,C090
C090_33,2023-05-01,2023-05-01,0.0,C090
C090_34,2023-05-05,2023-05-05,0.0,C090
C090_35,2023-05-06,2023-05-06,0.0,C090
C090_36,2023-05-07,2023-05-07,0.0,C090
C090_37,2023-05-11,2023-05-11,0.0,C090
C090_38,2023-05-15,2023-05-15,0.0,C090
C090_39,2023-05-19,2023-05-19,0.0,C090
C090_4,2023-01-16,2023-01-16,0.0,C090
C090_40,2023-05-22,2023-05-22,0.0,C090
C090_41,2023-05-24,2023-05-24,0.0,C090
C090_42,2023-05-31,2023-05-31,0.0,C090
C090_43,2023-06-03,2023-06-03,0.0,C090
C090_44,2023-06-06,2023-06-06,0.0,C090
C090_45,2023-06-07,2023-06-07,0.0,C090
C090_46,2023-06-08,2023-06-08,0.0,C090
C090_47,2023-06-11,2023-06-11,0.0,C090
C090_48,2023-06-12,2023-06-12,0.0,C090
C090_49,2023-06-16,2023-06-16,0.0,C090
C090_5,2023-01-21,2023-01-21,0.0,C090
C090_50,2023-06-17,2023-06-17,0.0,C090
C090_51,2023-06-24,2023-06-24,0.0,C090
C090_52,2023-06-29,2023-06-29,0.0,C090
C090_53,2023-07-02,2023-07-02,0.0,C090
C090_54,2023-07-04,2023-07-04,0.0,C090
C090_55,2023-07-09,2023-07-09,0.0,C090
C090_56,2023-07-10,2023-07-10,0.0,C090
C090_57,2023-07-15,2023-07-15,0.0,C090
C090_58,2023-07-17,2023-07-17,0.0,C090
C090_59,2023-07-23,2023-07-23,0.0,C090
C090_6,2023-01-29,2023-01-29,0.0,C090
C090_60,2023-08-03,2023-08-03,0.0,C090
C090_61,2023-08-04,2023-08-04,0.0,C090
C090_62,2023-08-17,2023-08-17,0.0,C090
C090_63,2023-08-20,2023-08-20,0.0,C090
C090_64,2023-08-22,2023-08-22,0.0,C090
C090_65,2023-08-23,2023-08-23,0.0,C090
C090_66,2023-08-25,2023-08-25,0.0,C090
C090_67,2023-08-30,2023-08-30,0.0,C090
C090_68,2023-09-01,2023-09-01,0.0,C090
C090_69,2023-09-10,2023-09-10,0.0,C090
C090_7,2023-02-02,2023-02-02,0.0,C090
C090_70,2023-09-14,2023-09-14,0.0,C090
C090_71,2023-09-15,2023-09-15,0.0,C090
C090_72,2023-09-20,2023-09-20,0.0,C090
C090_73,2023-09-29,2023-09-29,0.0,C090
C090_74,2023-09-30,2023-09-30,0.0,C090
C090_75,2023-10-04,2023-10-04,0.0,C090
C090_76,2023-10-10,2023-10-10,0.0,C090
C090_77,2023-10-12,2023-10-12,0.0,C090
C090_78,2023-10-19,2023-10-19,0.0,C090
C090_79,2023-10-20,2023-10-20,0.0,C090
C090_8,2023-02-03,2023-02-03,0.0,C090
C090_80,2023-10-23,2023-10-23,0.0,C090
C090_81,2023-10-24,2023-10-24,0.0,C090
C090_82,2023-10-30,2023-10-30,0.0,C090
C090_83,2023-11-01,2023-11-01,0.0,C090
C090_84,2023-11-02,2023-11-02,0.0,C090
C090_85,2023-11-10,2023-11-10,0.0,C090
C090_86,2023-11-20,2023-11-20,0.0,C090
C090_87,2023-11-22,2023-11-22,0.0,C090
C090_88,2023-11-23,2023-11-23,0.0,C090
C090_89,2023-11-24,2023-11-24,0.0,C090
C090_9,2023-02-06,2023-02-06,0.0,C090
C090_90,2023-11-29,2023-11-29,0.0,C090
C090_91,2023-12-01,2023-12-01,0.0,C090
C090_92,2023-12-15,2023-12-15,0.0,C090
C090_93,2023-12-19,2023-12-19,0.0,C090
C091_0,2023-01-05,2023-01-05,0.0,C091
C091_1,2023-01-12,2023-01-12,0.0,C091
C091_10,2023-03-14,2023-03-14,0.0,C091
C091_11,2023-03-15,2023-03-15,0.0,C091
C091_12,2023-03-17,2023-03-17,0.0,C091
C091_13,2023-03-21,2023-03-21,0.0,C091
C091_14,2023-03-26,2023-03-26,0.0,C091
C091_15,2023-03-27,2023-03-27,0.0,C091
C091_16,2023-04-05,2023-04-05,0.0,C091
C091_17,2023-04-10,2023-04-10,0.0,C091
C091_18,2023-04-16,2023-04-16,0.0,C091
C091_19,2023-04-20,2023-04-20,0.0,C091
C091_2,2023-01-22,2023-01-22,0.0,C091
